customer_id,first_name,last_name,date_of_birth,age,region,employment_status,employment_length_yrs,annual_income,risk_band,credit_score,num_prev_defaults,created_date
CUST002008,Eric,Potter,1967-06-15,58,Bristol,Employed,4.1,71300.0,Near-Prime,707,0,2025-10-26
CUST002009,Stephanie,Davies,1971-05-16,54,Sheffield,Employed,0.4,25100.0,Deep Sub-Prime,428,0,2023-03-07
CUST002010,Philip,Patel,1956-11-18,69,Sheffield,Contractor,2.9,54400.0,Near-Prime,721,0,2023-12-04
CUST002011,Donna,Hill,1986-04-07,39,Bristol,Employed,0.1,31900.0,Sub-Prime,587,3,2022-07-10
CUST002012,Carolyn,Kent,1985-03-03,41,Liverpool,Contractor,3.3,28300.0,Near-Prime,737,0,2025-07-06
CUST002013,Iain,Price,1989-06-09,36,Manchester,Employed,1.7,19800.0,Prime,788,1,2023-07-26
CUST002014,Hazel,Law,1998-12-30,27,Sheffield,Employed,3.4,8100.0,Near-Prime,741,1,2025-10-03
CUST002015,Roy,Norman,1957-08-23,68,Leeds,Employed,10.0,93100.0,Prime,786,1,2023-12-13
CUST002016,Jonathan,Dickinson,1959-02-13,67,Cardiff,Retired,3.4,16200.0,Prime,828,2,2022-10-05
CUST002017,Martin,Griffiths,1972-10-19,53,Leeds,Employed,1.9,25300.0,Prime,796,0,2023-03-05
CUST002018,Bethan,Kennedy,1960-10-19,65,Manchester,Employed,0.8,21200.0,Deep Sub-Prime,490,1,2022-08-22
CUST002019,Maria,Watson,1967-01-28,59,Bristol,Self-Employed,1.0,26500.0,Near-Prime,725,0,2022-02-05
CUST002020,Helen,Morgan,1973-02-15,53,London,Self-Employed,1.0,20600.0,Deep Sub-Prime,562,2,2024-04-21
CUST002021,Elaine,Ward,1962-02-28,64,Glasgow,Contractor,1.6,40800.0,Sub-Prime,609,0,2023-11-21
CUST002022,Leah,Brown,2003-05-18,22,Edinburgh,Retired,5.7,26600.0,Prime,791,0,2022-10-21
CUST002023,Daniel,Carr,1957-06-17,68,Manchester,Employed,1.4,25700.0,Prime,831,0,2022-12-27
CUST002024,Leah,Goodwin,1988-07-15,37,Birmingham,Employed,3.1,26900.0,Prime,750,0,2024-06-17
CUST002025,Abbie,Willis,1976-07-03,49,Liverpool,Self-Employed,3.4,39700.0,Near-Prime,696,1,2023-05-22
CUST002026,Jenna,King,1986-04-05,39,London,Self-Employed,7.3,24400.0,Prime,762,1,2024-04-03
CUST002027,Louise,Murphy,1990-07-02,35,London,Employed,6.0,25600.0,Sub-Prime,629,0,2024-05-31
CUST002028,Stewart,Thompson,1962-02-26,64,London,Self-Employed,0.4,24200.0,Sub-Prime,612,0,2023-02-08
CUST002029,Pamela,Patel,1968-08-10,57,Liverpool,Employed,7.2,37900.0,Near-Prime,689,2,2023-03-24
CUST002030,Sean,Ingram,1956-05-25,69,Bristol,Employed,16.9,46000.0,Sub-Prime,678,0,2023-12-10
CUST002031,Marian,Bennett,1964-06-30,61,Bristol,Employed,3.8,45600.0,Sub-Prime,610,0,2025-01-10
CUST002032,Mitchell,Clayton,1989-08-09,36,Edinburgh,Self-Employed,0.7,32000.0,Near-Prime,695,0,2022-09-30
CUST002033,Hazel,Franklin,2001-05-13,24,Leeds,Employed,18.2,78900.0,Deep Sub-Prime,559,0,2025-05-19
CUST002034,Shaun,Smith,1963-08-15,62,Cardiff,Employed,8.5,16200.0,Near-Prime,707,0,2022-03-05
CUST002035,Beverley,Clarke,1974-09-21,51,London,Employed,0.6,41400.0,Near-Prime,725,0,2023-02-09
CUST002036,Jeffrey,Martin,1978-05-02,47,Birmingham,Retired,2.4,29600.0,Prime,825,0,2025-01-03
CUST002037,Rosie,Saunders,1955-07-16,70,Sheffield,Employed,0.7,26800.0,Sub-Prime,648,0,2023-06-19
CUST002038,Christine,Parkin,1963-03-31,62,London,Employed,1.7,48800.0,Near-Prime,720,0,2022-09-10
CUST002039,Josh,Blake,1989-06-28,36,Bristol,Employed,1.8,43100.0,Near-Prime,698,0,2022-02-08
CUST002040,Dawn,Read,1980-09-15,45,Edinburgh,Employed,3.6,48800.0,Sub-Prime,637,0,2023-12-13
CUST002041,Dean,Burgess,1974-12-20,51,Leeds,Employed,2.1,43300.0,Near-Prime,732,0,2025-02-21
CUST002042,Kathleen,Fry,1990-05-05,35,Cardiff,Self-Employed,6.2,38800.0,Near-Prime,707,0,2024-12-31
CUST002043,Elaine,Wheeler,1973-04-16,52,Sheffield,Employed,2.9,55000.0,Near-Prime,688,0,2025-03-17
CUST002044,Dorothy,Kennedy,1992-03-21,33,London,Employed,2.3,20800.0,Sub-Prime,659,0,2024-05-28
CUST002045,Angela,Cook,2002-10-03,23,Manchester,Employed,9.1,11300.0,Near-Prime,723,2,2022-06-24
CUST002046,Catherine,Lyons,2002-12-19,23,Manchester,Employed,9.4,42200.0,Prime,789,0,2022-08-05
CUST002047,Lynn,Clark,1999-04-25,26,Birmingham,Employed,7.1,20800.0,Near-Prime,728,2,2022-02-08
CUST002048,Marian,Gray,1980-07-04,45,Manchester,Employed,0.8,16900.0,Prime,771,0,2023-11-24
CUST002049,Colin,Rose,1977-07-01,48,Bristol,Employed,6.8,36800.0,Prime,797,0,2024-08-02
CUST002050,Gordon,Jackson,1996-10-25,29,Cardiff,Contractor,2.1,34900.0,Near-Prime,720,0,2022-12-12
CUST002051,Dominic,Brown,1972-02-02,54,Bristol,Employed,0.5,26000.0,Prime,831,2,2024-04-16
CUST002052,Sian,Davies,1983-06-28,42,Manchester,Employed,11.4,25100.0,Prime,821,3,2022-05-16
CUST002053,Lisa,Chamberlain,1988-01-02,38,London,Self-Employed,16.5,28900.0,Sub-Prime,639,0,2023-05-09
CUST002054,Rachael,Lewis,1994-03-22,31,Glasgow,Employed,4.3,40600.0,Near-Prime,721,2,2022-03-29
CUST002055,Rebecca,Simmons,1998-07-20,27,London,Employed,5.3,64100.0,Prime,761,0,2025-01-17
CUST002056,Lauren,Cooper,1982-04-12,43,Manchester,Self-Employed,7.1,64100.0,Sub-Prime,665,0,2022-01-19
CUST002057,Leigh,Parsons,1972-07-19,53,Sheffield,Employed,0.5,39800.0,Near-Prime,740,0,2023-11-24
CUST002058,Nicholas,Stevens,1991-05-10,34,Glasgow,Employed,0.5,67000.0,Near-Prime,686,0,2025-10-11
CUST002059,Elizabeth,Roberts,1983-05-29,42,Leeds,Employed,2.2,37200.0,Near-Prime,730,0,2023-03-25
CUST002060,Diane,Briggs,1964-04-28,61,Edinburgh,Employed,1.6,29100.0,Prime,813,0,2023-10-06
CUST002061,Kate,Anderson,1962-09-03,63,Edinburgh,Retired,6.4,38500.0,Prime,846,0,2022-08-12
CUST002062,Leon,Jones,1967-04-26,58,Cardiff,Retired,0.1,40500.0,Prime,758,2,2025-09-09
CUST002063,Albert,Collins,1988-12-03,37,Edinburgh,Employed,2.2,44800.0,Prime,795,0,2024-07-06
CUST002064,Nicola,Nicholson,2004-08-18,21,Birmingham,Employed,3.4,18200.0,Near-Prime,709,0,2023-09-29
CUST002065,Abdul,Carroll,1996-08-24,29,Sheffield,Employed,2.7,61000.0,Prime,811,0,2024-05-13
CUST002066,Carolyn,Swift,1984-08-16,41,Liverpool,Employed,4.0,41500.0,Prime,846,1,2025-11-22
CUST002067,Marc,Skinner,1962-06-30,63,Leeds,Employed,1.1,20200.0,Sub-Prime,646,0,2023-08-17
CUST002068,Andrea,Hughes,1972-11-15,53,Bristol,Employed,3.1,79300.0,Near-Prime,701,0,2025-07-02
CUST002069,Fiona,Rogers,1973-09-23,52,Edinburgh,Employed,11.1,96900.0,Prime,756,1,2024-05-18
CUST002070,Gillian,Wilson,2003-07-11,22,Liverpool,Employed,1.4,13400.0,Prime,824,0,2025-05-14
CUST002071,Carl,Smith,1953-05-05,72,Manchester,Employed,0.0,27200.0,Prime,812,0,2024-09-22
CUST002072,Megan,Harvey,1996-06-29,29,Leeds,Employed,5.0,61300.0,Near-Prime,697,0,2024-10-31
CUST002073,Helen,Gardner,1972-10-02,53,Sheffield,Employed,6.4,22700.0,Deep Sub-Prime,489,0,2025-11-09
CUST002074,Leah,Smith,1999-12-26,26,London,Employed,17.4,39700.0,Prime,837,0,2022-07-05
CUST002075,Valerie,Turner,1972-01-16,54,Glasgow,Self-Employed,11.3,61700.0,Sub-Prime,591,0,2022-04-14
CUST002076,Linda,Jackson,1993-12-06,32,Leeds,Employed,4.1,56900.0,Prime,752,0,2024-05-28
CUST002077,Garry,Johnson,1982-11-07,43,Bristol,Self-Employed,4.6,39700.0,Sub-Prime,593,0,2024-01-10
CUST002078,Trevor,Patel,2000-06-02,25,Edinburgh,Employed,5.4,18600.0,Prime,823,0,2025-02-12
CUST002079,Andrew,Brady,1992-04-28,33,Leeds,Self-Employed,5.9,42600.0,Near-Prime,702,0,2022-09-10
CUST002080,Kevin,Lane,1992-10-04,33,London,Employed,6.1,24500.0,Prime,830,0,2023-12-18
CUST002081,Barry,Evans,2000-05-09,25,Edinburgh,Self-Employed,4.2,70400.0,Prime,829,0,2022-03-24
CUST002082,Rebecca,Burton,1971-09-25,54,Birmingham,Employed,18.0,22300.0,Near-Prime,717,0,2025-11-17
CUST002083,Anthony,Harris,1977-05-27,48,Glasgow,Employed,7.3,57100.0,Deep Sub-Prime,578,1,2024-04-02
CUST002084,Martin,Lewis,1996-08-28,29,Birmingham,Self-Employed,5.6,28600.0,Near-Prime,742,0,2025-04-05
CUST002085,Justin,Miller,1995-11-30,30,London,Employed,14.5,28800.0,Near-Prime,697,0,2024-07-19
CUST002086,Mohammed,Dunn,2004-05-23,21,Liverpool,Retired,4.6,30200.0,Sub-Prime,586,3,2025-09-17
CUST002087,Lydia,Roberts,1974-09-11,51,Cardiff,Employed,3.1,20300.0,Near-Prime,689,0,2023-02-26
CUST002088,Amelia,Holmes,1999-10-27,26,Birmingham,Employed,5.2,91900.0,Near-Prime,722,0,2022-05-29
CUST002089,Rosemary,Parsons,1989-07-18,36,Glasgow,Employed,11.0,50900.0,Prime,794,1,2022-08-12
CUST002090,Ashley,Joyce,1954-01-20,72,Birmingham,Contractor,0.1,48500.0,Near-Prime,747,0,2023-08-03
CUST002091,Victoria,Cook,1986-03-05,40,Liverpool,Contractor,2.5,28600.0,Deep Sub-Prime,501,0,2025-11-15
CUST002092,Timothy,Lloyd,1964-04-09,61,Birmingham,Employed,10.4,26200.0,Sub-Prime,634,0,2024-02-21
CUST002093,Roy,James,1968-03-22,57,Edinburgh,Employed,0.5,22600.0,Near-Prime,720,1,2024-05-17
CUST002094,Hollie,Holden,1994-12-02,31,Sheffield,Retired,1.6,50400.0,Deep Sub-Prime,482,0,2024-03-27
CUST002095,Lynn,Campbell,1989-05-21,36,Leeds,Contractor,9.5,78200.0,Prime,756,0,2025-05-31
CUST002096,Helen,Hall,1960-12-06,65,Cardiff,Employed,2.8,29800.0,Prime,768,1,2022-04-29
CUST002097,Wayne,Bennett,1961-02-09,65,Leeds,Self-Employed,1.6,87900.0,Near-Prime,719,0,2024-01-15
CUST002098,Graeme,Marshall,1976-11-14,49,Birmingham,Employed,0.1,42800.0,Prime,756,0,2022-08-04
CUST002099,Jodie,Norris,1983-04-02,42,Cardiff,Self-Employed,5.9,175900.0,Sub-Prime,591,0,2023-06-16
CUST002100,Carolyn,Rogers,1964-11-23,61,Leeds,Retired,0.1,46900.0,Prime,830,0,2025-03-02
CUST002101,Ross,Clarke,1961-03-31,64,Cardiff,Self-Employed,8.9,20500.0,Near-Prime,692,0,2024-12-14
CUST002102,Charlene,Wilson,1962-11-12,63,Bristol,Self-Employed,7.4,28900.0,Prime,814,0,2022-07-14
CUST002103,Callum,Robinson,1967-06-16,58,Edinburgh,Employed,2.8,59300.0,Near-Prime,736,1,2023-10-22
CUST002104,Nathan,Hamilton,2000-03-09,26,Liverpool,Employed,5.3,36200.0,Near-Prime,710,0,2025-04-18
CUST002105,Sharon,Thomas,1986-02-17,40,Leeds,Retired,6.3,34400.0,Sub-Prime,590,1,2022-06-17
CUST002106,Katy,Lewis,1955-05-30,70,Leeds,Contractor,10.0,29700.0,Deep Sub-Prime,556,0,2022-04-03
CUST002107,Terence,Walker,1985-02-05,41,Edinburgh,Employed,3.9,66800.0,Sub-Prime,603,0,2022-03-09
CUST002108,Josh,King,1957-09-07,68,Edinburgh,Self-Employed,3.1,54900.0,Sub-Prime,646,0,2025-03-18
CUST002109,Harry,Wall,1959-09-29,66,Cardiff,Employed,14.5,32100.0,Near-Prime,699,0,2022-11-16
CUST002110,Marc,Gallagher,1993-02-28,33,Cardiff,Self-Employed,0.5,20600.0,Near-Prime,697,0,2023-07-01
CUST002111,George,Lane,1955-03-03,71,Bristol,Employed,2.9,44000.0,Sub-Prime,614,0,2025-03-05
CUST002112,Rosemary,Godfrey,1972-01-20,54,Liverpool,Employed,7.1,64900.0,Deep Sub-Prime,446,1,2022-09-07
CUST002113,Molly,Smith,1987-03-31,38,Bristol,Self-Employed,7.1,54300.0,Near-Prime,711,1,2024-06-04
CUST002114,Nigel,Perry,1957-10-29,68,Leeds,Employed,1.0,37100.0,Sub-Prime,590,0,2025-03-31
CUST002115,Debra,Brennan,1954-02-16,72,Sheffield,Self-Employed,9.1,46800.0,Near-Prime,684,0,2022-10-25
CUST002116,Ronald,Poole,1972-05-10,53,Leeds,Contractor,0.5,63000.0,Prime,800,0,2024-04-14
CUST002117,Nigel,Bennett,1953-06-21,72,Glasgow,Employed,20.5,51900.0,Near-Prime,714,0,2025-11-30
CUST002118,Lindsey,Jones,1987-06-27,38,Edinburgh,Employed,1.5,19300.0,Sub-Prime,581,0,2024-12-20
CUST002119,Jeffrey,Williams,1993-04-14,32,Liverpool,Employed,1.3,79000.0,Prime,788,0,2022-06-16
CUST002120,Owen,Robinson,1965-06-26,60,Birmingham,Employed,15.1,72000.0,Near-Prime,701,0,2023-10-21
CUST002121,Katherine,Wilson,1967-10-04,58,Sheffield,Employed,7.3,23600.0,Near-Prime,725,3,2022-06-25
CUST002122,Terry,Harvey,2004-12-27,21,Cardiff,Contractor,12.6,38100.0,Sub-Prime,655,0,2022-06-21
CUST002123,Barry,Hughes,1988-07-17,37,Manchester,Employed,8.1,31100.0,Sub-Prime,610,1,2023-07-16
CUST002124,Gerard,Randall,2001-02-18,25,Bristol,Retired,8.7,46100.0,Near-Prime,733,3,2022-03-05
CUST002125,Toby,Hughes,1958-10-10,67,London,Employed,3.2,34900.0,Prime,764,0,2023-08-21
CUST002126,Caroline,Foster,1972-06-23,53,Leeds,Self-Employed,7.3,42100.0,Prime,758,2,2023-04-30
CUST002127,Louise,Wilson,1999-12-06,26,Manchester,Retired,2.1,49100.0,Sub-Prime,650,0,2023-09-25
CUST002128,Anne,Barrett,1972-12-13,53,Birmingham,Retired,0.5,31600.0,Prime,806,1,2022-04-19
CUST002129,Josephine,Owen,1985-07-19,40,Manchester,Self-Employed,0.8,59100.0,Near-Prime,713,0,2022-01-20
CUST002130,Abigail,Davies,1999-01-20,27,Cardiff,Employed,2.6,32700.0,Near-Prime,731,0,2023-09-08
CUST002131,Zoe,Slater,1982-12-26,43,Glasgow,Employed,2.2,24700.0,Sub-Prime,616,0,2022-05-13
CUST002132,Gareth,Byrne,1961-04-16,64,Sheffield,Retired,5.1,24400.0,Prime,838,1,2024-12-15
CUST002133,Timothy,Cox,1993-05-13,32,Glasgow,Employed,0.3,59000.0,Sub-Prime,597,2,2025-10-18
CUST002134,Gary,Evans,1964-08-28,61,Birmingham,Retired,1.9,20800.0,Deep Sub-Prime,535,1,2022-11-06
CUST002135,Marc,Wright,1976-03-21,49,Manchester,Employed,9.8,27800.0,Prime,811,2,2023-09-21
CUST002136,Donald,Bull,1961-07-13,64,Edinburgh,Retired,10.5,29300.0,Deep Sub-Prime,549,0,2025-01-31
CUST002137,Ricky,Miller,1987-02-21,39,Birmingham,Employed,8.8,70500.0,Near-Prime,740,3,2025-04-04
CUST002138,Jenna,Sharpe,1992-10-10,33,London,Employed,4.4,9500.0,Prime,812,0,2025-05-11
CUST002139,Tracey,Evans,1996-12-27,29,Liverpool,Contractor,5.3,32600.0,Near-Prime,709,1,2024-11-01
CUST002140,Carol,Scott,1994-03-22,31,Edinburgh,Employed,4.2,14900.0,Prime,849,2,2024-03-05
CUST002141,Sean,Read,1972-02-26,54,Sheffield,Employed,2.9,22000.0,Deep Sub-Prime,408,0,2022-06-17
CUST002142,Tony,Jones,1961-06-29,64,Liverpool,Employed,1.0,38800.0,Near-Prime,737,0,2022-12-25
CUST002143,Aaron,Holland,1995-12-09,30,London,Employed,14.2,65200.0,Near-Prime,685,0,2025-02-20
CUST002144,Joseph,Stephenson,1956-10-09,69,London,Employed,1.2,38300.0,Prime,757,0,2022-02-11
CUST002145,Margaret,Butler,1965-05-13,60,Cardiff,Employed,7.6,43300.0,Prime,760,0,2023-05-23
CUST002146,Leon,Johnson,1963-07-28,62,Cardiff,Employed,3.3,19600.0,Sub-Prime,653,1,2022-05-30
CUST002147,Martin,Benson,2004-11-27,21,London,Employed,23.5,28600.0,Deep Sub-Prime,548,0,2024-03-18
CUST002148,Natalie,Lawson,1986-09-02,39,Cardiff,Employed,3.6,26100.0,Prime,808,0,2024-10-25
CUST002149,Abigail,Lowe,1987-01-22,39,Leeds,Employed,0.1,31200.0,Near-Prime,691,0,2024-04-22
CUST002150,Sheila,Kaur,1976-07-23,49,Manchester,Employed,2.0,50200.0,Near-Prime,740,0,2025-04-01
CUST002151,Sharon,Shaw,1955-04-30,70,Liverpool,Contractor,7.6,48900.0,Near-Prime,728,0,2022-07-05
CUST002152,Barbara,McLean,1979-04-14,46,Cardiff,Employed,6.0,22600.0,Prime,788,0,2023-08-08
CUST002153,Kelly,Fowler,1983-04-17,42,Manchester,Employed,10.7,36700.0,Near-Prime,737,0,2022-10-02
CUST002154,Katy,Taylor,1991-01-22,35,Bristol,Employed,3.9,37000.0,Near-Prime,709,0,2023-04-16
CUST002155,Roger,Hughes,2001-03-23,24,Bristol,Employed,0.1,10800.0,Near-Prime,719,0,2022-07-28
CUST002156,Janet,Jones,1974-06-10,51,Leeds,Employed,0.7,129500.0,Prime,848,0,2022-06-19
CUST002157,Frances,Hughes,1991-11-20,34,Leeds,Employed,2.5,62000.0,Prime,829,0,2024-05-10
CUST002158,Sheila,Allen,1999-10-26,26,Sheffield,Employed,7.6,36200.0,Sub-Prime,659,0,2024-01-10
CUST002159,Charles,O'Sullivan,1991-06-09,34,Glasgow,Employed,13.5,32200.0,Near-Prime,680,0,2023-08-31
CUST002160,Olivia,Wright,1971-02-06,55,Birmingham,Employed,2.5,34500.0,Sub-Prime,618,1,2023-08-10
CUST002161,Sian,Parsons,1995-02-28,31,Glasgow,Employed,1.7,41700.0,Sub-Prime,584,0,2023-03-18
CUST002162,Benjamin,Day,1974-12-26,51,London,Employed,3.9,19600.0,Near-Prime,748,0,2022-03-12
CUST002163,Claire,Stone,1961-11-25,64,Edinburgh,Employed,0.3,14400.0,Prime,816,0,2025-02-26
CUST002164,Richard,Miller,1992-11-30,33,Manchester,Self-Employed,2.5,46300.0,Prime,830,3,2024-08-29
CUST002165,Jessica,Gibson,1976-05-25,49,Liverpool,Contractor,9.6,50600.0,Prime,847,2,2023-06-21
CUST002166,Victoria,Parsons,1977-06-30,48,Bristol,Employed,5.6,133400.0,Deep Sub-Prime,433,0,2024-10-24
CUST002167,Louis,Henry,1969-10-18,56,Cardiff,Employed,0.5,14200.0,Prime,757,0,2023-04-30
CUST002168,Graham,Walker,1993-07-01,32,Glasgow,Contractor,11.6,24400.0,Deep Sub-Prime,531,2,2022-04-12
CUST002169,Geoffrey,Haynes,1973-12-04,52,Liverpool,Employed,3.7,11100.0,Sub-Prime,630,1,2022-01-31
CUST002170,Victor,Thomas,1989-10-25,36,London,Contractor,0.1,75800.0,Near-Prime,702,0,2024-10-18
CUST002171,Kirsty,Lewis,1981-12-04,44,Birmingham,Employed,20.0,77200.0,Deep Sub-Prime,566,1,2023-10-17
CUST002172,Michael,Booth,1971-04-27,54,Manchester,Employed,3.3,8200.0,Sub-Prime,607,1,2024-07-02
CUST002173,Elliott,Patel,1954-09-09,71,London,Employed,0.7,48500.0,Sub-Prime,616,1,2023-08-30
CUST002174,Marion,Gibson,1975-02-12,51,Bristol,Employed,3.0,33700.0,Near-Prime,722,0,2024-01-29
CUST002175,Hollie,Davies,1959-12-26,66,Cardiff,Contractor,1.7,30100.0,Near-Prime,709,0,2023-06-06
CUST002176,Stephanie,Barker,1986-12-24,39,Birmingham,Retired,0.8,19500.0,Deep Sub-Prime,533,0,2024-11-02
CUST002177,Mohammed,Richards,1976-04-13,49,Cardiff,Self-Employed,5.6,42800.0,Near-Prime,689,0,2023-07-19
CUST002178,Reece,Hughes,1982-11-05,43,Glasgow,Employed,0.1,5500.0,Near-Prime,718,0,2025-08-09
CUST002179,Paula,Stevens,1958-04-21,67,Bristol,Employed,2.5,36700.0,Prime,809,0,2023-02-16
CUST002180,Joel,Turner,1956-05-30,69,London,Employed,3.7,20900.0,Near-Prime,748,1,2023-09-17
CUST002181,Sara,Reid,1968-07-19,57,Sheffield,Self-Employed,4.2,42800.0,Near-Prime,699,0,2022-05-23
CUST002182,Rosemary,Green,2002-01-06,24,Manchester,Self-Employed,11.1,53200.0,Prime,754,0,2023-06-08
CUST002183,Joseph,Sullivan,1971-10-12,54,Liverpool,Self-Employed,6.9,33800.0,Prime,808,1,2024-04-04
CUST002184,Rachel,Kelly,1985-07-08,40,London,Employed,4.3,18100.0,Near-Prime,720,0,2025-05-21
CUST002185,Naomi,West,1958-05-24,67,Birmingham,Employed,5.6,22100.0,Near-Prime,697,0,2024-02-23
CUST002186,Ann,Adams,1973-08-02,52,Sheffield,Employed,6.7,32400.0,Prime,770,1,2023-05-02
CUST002187,Elizabeth,Ahmed,1966-10-16,59,Leeds,Retired,5.8,43300.0,Near-Prime,699,0,2024-08-28
CUST002188,Sandra,Davies,1988-03-31,37,Birmingham,Employed,1.6,18600.0,Near-Prime,711,0,2024-04-30
CUST002189,Jack,Johnson,1965-06-19,60,London,Contractor,1.0,21900.0,Prime,793,0,2024-03-12
CUST002190,Melissa,Morley,1965-11-14,60,Edinburgh,Employed,1.1,16000.0,Deep Sub-Prime,539,0,2024-10-23
CUST002191,Jade,Phillips,2003-09-07,22,London,Employed,0.2,34400.0,Sub-Prime,627,0,2024-09-17
CUST002192,Jayne,Davis,1989-06-05,36,Cardiff,Employed,0.6,33100.0,Sub-Prime,608,1,2025-11-09
CUST002193,Anna,Wood,1982-09-10,43,Liverpool,Employed,6.7,60000.0,Near-Prime,740,0,2022-04-04
CUST002194,Marc,Hargreaves,1988-09-19,37,Edinburgh,Employed,12.0,168300.0,Deep Sub-Prime,493,0,2022-08-18
CUST002195,Derek,Morris,1969-07-14,56,Manchester,Self-Employed,9.1,69700.0,Deep Sub-Prime,557,0,2025-04-04
CUST002196,Tracy,Craig,1973-08-11,52,Edinburgh,Contractor,12.6,26000.0,Prime,814,0,2025-08-29
CUST002197,Ashleigh,Martin,1957-07-24,68,Leeds,Employed,2.8,24300.0,Near-Prime,718,1,2023-10-03
CUST002198,Mitchell,Willis,1971-05-05,54,Birmingham,Self-Employed,5.6,89000.0,Prime,844,0,2023-02-03
CUST002199,Grace,Smith,1999-12-01,26,Birmingham,Employed,2.4,30300.0,Near-Prime,694,0,2023-01-06
CUST002200,Kieran,Lucas,1960-11-26,65,Leeds,Retired,3.4,75300.0,Near-Prime,700,0,2023-01-17
CUST002201,Gillian,Jones,1974-04-23,51,Manchester,Employed,9.5,22300.0,Prime,839,0,2023-11-09
CUST002202,Eileen,Howe,1981-11-23,44,Leeds,Self-Employed,3.0,30000.0,Near-Prime,733,1,2022-11-10
CUST002203,Abdul,Khan,1964-01-08,62,Glasgow,Contractor,14.0,17300.0,Sub-Prime,586,0,2023-02-06
CUST002204,Katy,Walton,1972-01-30,54,Edinburgh,Employed,0.3,45500.0,Sub-Prime,670,0,2024-09-27
CUST002205,Danielle,Gill,1956-01-19,70,Edinburgh,Self-Employed,4.1,25400.0,Prime,777,0,2022-03-27
CUST002206,Terry,Foster,1958-11-21,67,London,Employed,0.9,24000.0,Near-Prime,748,3,2025-09-09
CUST002207,Jane,Wheeler,1957-07-03,68,London,Self-Employed,1.1,20800.0,Near-Prime,703,1,2024-11-09
CUST002208,George,Frost,1997-11-30,28,Manchester,Employed,10.7,57700.0,Prime,767,0,2025-07-28
CUST002209,Bradley,Smith,2002-06-17,23,Sheffield,Employed,5.2,40000.0,Near-Prime,711,1,2024-06-05
CUST002210,Donna,Begum,2003-02-27,23,Cardiff,Contractor,2.7,52400.0,Near-Prime,703,0,2024-03-21
CUST002211,Kimberley,Giles,1998-05-18,27,Sheffield,Employed,6.3,21100.0,Prime,766,0,2025-12-18
CUST002212,Tony,Hughes,1988-12-02,37,Cardiff,Employed,3.9,41200.0,Near-Prime,685,0,2022-05-21
CUST002213,Grace,Blake,1969-05-18,56,Manchester,Employed,3.0,62600.0,Sub-Prime,587,0,2025-06-07
CUST002214,Hugh,Lee,1974-07-03,51,London,Employed,0.8,14400.0,Sub-Prime,611,2,2025-02-19
CUST002215,Damian,Hudson,1979-09-18,46,Bristol,Employed,0.1,37100.0,Deep Sub-Prime,486,0,2022-12-05
CUST002216,Kenneth,Jarvis,1962-12-30,63,Liverpool,Employed,5.5,53100.0,Prime,765,0,2023-03-03
CUST002217,Michelle,Smith,1983-01-31,43,Leeds,Self-Employed,0.7,15400.0,Near-Prime,697,0,2024-07-04
CUST002218,Abigail,Ashton,1956-12-25,69,Bristol,Employed,3.4,61000.0,Near-Prime,705,0,2024-12-22
CUST002219,Elliott,Kaur,1960-11-11,65,Cardiff,Employed,3.1,62200.0,Near-Prime,743,1,2024-01-08
CUST002220,Louis,Robson,1999-08-21,26,Cardiff,Employed,0.8,39700.0,Prime,777,1,2025-09-28
CUST002221,Linda,Jones,1963-01-14,63,Manchester,Employed,8.8,51900.0,Sub-Prime,646,0,2023-07-26
CUST002222,Michael,Berry,1974-02-23,52,Edinburgh,Employed,2.9,42400.0,Near-Prime,689,0,2025-11-07
CUST002223,Joshua,Gray,1994-05-27,31,Manchester,Retired,1.2,59900.0,Prime,801,0,2024-10-25
CUST002224,Hollie,Bell,1956-11-23,69,Glasgow,Employed,5.3,56200.0,Sub-Prime,677,0,2024-11-09
CUST002225,Howard,Fisher,1969-06-27,56,Manchester,Self-Employed,20.0,26400.0,Near-Prime,693,0,2023-04-26
CUST002226,Beth,Evans,1996-08-28,29,Edinburgh,Employed,2.3,83200.0,Deep Sub-Prime,411,0,2025-06-15
CUST002227,Adrian,Wilkinson,1999-10-22,26,London,Employed,6.8,9100.0,Near-Prime,721,0,2023-01-03
CUST002228,Charlotte,Bailey,1983-04-13,42,Edinburgh,Self-Employed,1.9,29800.0,Near-Prime,732,0,2023-09-03
CUST002229,Josh,Green,1970-07-26,55,Manchester,Employed,7.0,58400.0,Prime,794,0,2025-07-02
CUST002230,Damian,Jordan,2004-09-01,21,Leeds,Employed,8.2,31000.0,Prime,844,1,2025-08-28
CUST002231,Jennifer,Mistry,1964-01-30,62,Bristol,Employed,0.4,37800.0,Deep Sub-Prime,458,0,2025-09-28
CUST002232,Jane,Pearson,1997-01-11,29,Manchester,Employed,4.0,78600.0,Near-Prime,718,3,2023-03-02
CUST002233,Abigail,Jones,1958-08-17,67,Edinburgh,Self-Employed,7.7,39200.0,Prime,779,0,2023-10-04
CUST002234,Mary,Hawkins,1975-10-26,50,Edinburgh,Employed,2.8,58400.0,Near-Prime,743,0,2025-06-28
CUST002235,Shaun,Harrison,1960-01-04,66,Liverpool,Employed,11.9,64300.0,Near-Prime,746,0,2024-02-26
CUST002236,Jay,Burton,1957-09-10,68,Glasgow,Employed,1.1,38400.0,Near-Prime,743,0,2025-02-06
